87,Barney Mines,NJN
88,Mark Nickens,MIL
89,Sam Mosley,PHO
90,Brant Weidner,SAS
91,Carlos Clark,BOS
92,Terry Lewis,LAL
93,Craig Robinson,PHI
94,Chuck Barnett,HOU
95,Roger Stieg,IND
96,Chris Logan,CLE
97,Manute Bol,SDC
98,Tim Andree,CHI
99,Greg Hines,GSW
100,Matt Clark,UTA
101,Ken Austin,DET
102,Jim Lampley,DAL
103,Robin Dixon,WSB
104,Charles Jones,ATL
105,Troy Lee Mikell,NYK
106,Lorenza Andrews,KCK
107,James Braddock,DEN
108,Gary Monroe,POR
109,Brad Watson,SEA
110,Tyren Naulls,NJN
111,Mark Petteway,MIL
112,Jeff Pehl,SAS
113,Rick Lamb,PHO
114,Bob Reitz,BOS
115,Danny Dixon,LAL
116,Mike Milligan,PHI
117,Jim Stack,HOU
118,Cliff Pruitt,IND
119,Mel McLaughlin,CLE
120,Russell Todd,MIL
121,Ernest Patterson,CHI
122,Fred Gilliam,UTA
123,Tom Heywood,GSW
124,Derek Perry,DET
125,Billy Allen,DAL
126,Donald Carroll,WSB
127,Tom Bethea,ATL
128,Tony Simms,NYK
129,Glenn Green,DEN
130,Alvis Rogers,KCK
131,Derrick Pope,POR
132,Tony Wilson,SEA
133,Oscar Taylor,NJN
134,Charles Hurt,MIL
135,Edward Bona,PHO
136,Ricky Hooker,SAS
137,Paul Atkins,BOS
138,Mark Steele,LAL
139,Sedale Threatt,PHI
140,Brian Kellerman,HOU
141,Tony Brown,IND
142,John Colombo,CLE
143,Dan Evans,SDC
144,Jacque Hill,CHI
145,Peter Williams,GSW
146,Gerald Kazanowski,UTA
147,Rob Gonzalez,DET
148,Terrell Schlundt,DAL
149,Danny Womack,WSB
150,Lex Drum,ATL
151,Desi Barmore,NYK
152,Dane Suttle,KCK
153,Maurice McDaniel,DEN
154,Paul Little,POR
155,Tony Gattis,SEA
156,Keith Bennett,NJN
157,Anthony Hicks,MIL
158,Keith Williams,SAS
159,Fred Brown,PHO
160,Ron Jackson,BOS
161,Ricky Mixon,LAL
162,Tony Bruin,PHI
163,Jeff Bolding,HOU
164,Ray McCallum,IND
165,Larry Tucker,CLE
166,Mark Gannon,SDC
167,Terry Bradley,CHI
168,Michael McCombs,UTA
169,Doug Harris,GSW
170,George Wenzel,DET
171,Bill Sadler,DAL
172,Bernard Perry,WSB
173,George Thomas,ATL
174,Mike Lang,NYK
175,Cliff Tribus,DEN
176,Preston Neumayr,KCK
177,Frank Smith,POR
178,Ray Smith,SEA
179,Joey Myers,NJN
180,Brett Burkholder,MIL
181,Mike Mulquin,PHO
182,Norvell Brown,SAS
183,Trent Johnson,BOS
184,Gordon Austin,PHI
185,James Campbell,HOU
186,Lynn Mitchem,IND
187,Joe Brown,CLE
188,David Maxwell,SDC
189,Kenneth Orange,CHI
190,Greg Goorjian,GSW
191,Ron Webb,UTA
192,Marlow McLain,DET
193,Sherrod Arnold,DAL
194,Ricky Moreland,WSB
195,Will Cotchery,ATL
196,Charles Jones,NYK
197,Bernard Hill,KCK
198,Bobby Van Noy,DEN
199,Phil Hopson,POR
200,Tony Washington,SEA
201,Kevin Black,NJN
202,Bill Varner,MIL
203,Gary Gaspard,SAS
204,Joe Dykstra,PHO
205,John Rice,BOS
206,Charles Fisher,PHI
207,Mark Smed,IND
208,Jon Hanley,CLE
209,Keith Smith,SDC
210,Tom Emma,CHI
211,Odell Mosteller,UTA
212,Michael Zeno,GSW
213,Ike Person,DET
214,Clyde Corley,DAL
215,Isaiah Singletary,WSB
216,Ronnie Carr,ATL
217,Bernard Randolph,NYK
218,Cleveland McCrae,DEN
219,Aaron Haskins,KCK
220,Russ Christianson,POR
221,David Binion,SEA
222,Rich Simkus,NJN
223,Bob Kelly,MIL
224,Bo Overton,PHO
225,Lamar Heard,SAS
226,Andy Kupec,BOS
