pick,player,team
86,Jim Rowinski,UTA
87,Bob Thornton,NYK
88,Brett Applegate,POR
89,Phillip Smith,DET
90,Ozell Jones,SAS
91,Earl Harrison,PHI
92,John Revelli,LAL
93,Kevin Mullin,BOS
94,Gene Smith,IND
95,Lamont Robinson,CHI
96,Vince Hinchen,CLE
97,Al McClain,HOU
98,Alonza Allen,LAC
99,Colin Irish,WSB
100,Eric Richardson,SAS
101,Steve Bartek,GSW
102,Jim Foster,KCK
103,Prince Bridges,DEN
104,Terry Martin,ATL
105,Bill Flye,PHO
106,Eli Pasquale,SEA
107,Dave Williams,DAL
108,Marcus Gaither,UTA
109,Michael Gerren,NJN
110,Scott McCollum,GSW
111,Mike Whitmarsh,POR
112,Rick Doyle,DET
113,Ernie Floyd,MIL
114,Dan Federman,PHI
115,Lance Berwald,LAL
116,Todd Orlando,BOS
117,Clyde Vaughan,IND
118,Jeff Tipton,CHI
119,Matt Doherty,CLE
120,McKinley Singleton,MIL
121,Phillip Haynes,LAC
122,Blaise Bugajski,WSB
123,Tony Martin,GSW
124,Dion Brown,SAS
125,Willie Burton,DEN
126,Bruce Vanley,KCK
127,Jim Master,ATL
128,Herman Veal,PHO
129,Graylin Warner,SEA
130,LaVerne Evans,DAL
131,Oscar Schmidt,NJN
132,Chris Harrison,UTA
133,Eddie Lee Wilkins,NYK
134,Lance Ball,POR
135,Rennie Bailey,DET
136,Mike Reddick,MIL
137,Gary Springer,PHI
138,Keith Jones,LAL
139,Steve Carfino,BOS
140,Kenton Edelin,IND
141,Butch Hays,CHI
142,Joe Jakubick,CLE
143,Joedy Gardner,HOU
144,David Brantley,LAC
145,Tim Garrett,WSB
146,Michael Pitts,SAS
147,Cliff Higgins,GSW
148,Chipper Harris,KCK
149,Mark Simpson,DEN
150,Vince Martello,ATL
151,Raymond Crenshaw,PHO
152,Gary Gatewood,SEA
153,George Turner,DAL
154,Bob Evans,UTA
155,Sean Kerins,NJN
156,Ken Bannister,NYK
157,Victor Anger,POR
158,Barry Francisco,DET
159,Tony William,MIL
160,Rich Congo,PHI
161,Richard Haenisch,LAL
162,Mark Van Valkenburg,BOS
163,Tom Heitz,IND
164,Brett Crawford,CHI
165,Elliot Beard,CLE
166,Greg Wolff,HOU
167,Jim McLoughlin,LAC
168,Darryl Odom,WSB
169,Paul Brozovich,GSW
170,Dan Tarkanian,SAS
171,Bill Wendlandt,DEN
172,Nate Rollins,KCK
173,Robert Brown,ATL
174,Mark Fothergill,PHO
175,Jerry McMillan,SEA
176,Leroy Sutton,DAL
177,Chris Winans,NJN
178,Eric Booker,UTA
179,Ricky Tunstall,NYK
180,Steve Flint,POR
181,Dale Roberts,DET
182,Brad Jergenson,MIL
183,Frank Dobbs,PHI
184,Champ Godbolt,BOS
185,Brian Martin,IND
186,Calvin Pierce,CHI
187,John Shimko,CLE
188,Bill Coon,HOU
189,Dave Schultz,LAC
190,Mike Emanuel,WSB
191,Melvin Roseboro,SAS
192,Mitch Arnold,GSW
193,Greg Turner,KCK
194,Cecil Exum,DEN
195,Fred Brown,ATL
196,Buddy Cox,PHO
197,Mike Williams,SEA
198,John Tudor,DAL
199,Kelly Knight,UTA
200,Bill Ryan,NJN
201,Marc Marotta,NYK
202,Dennis Black,POR
203,Ben Tower,DET
204,Edwin Green,MIL
205,Michael Mitchell,PHI
206,Joe Dickson,BOS
207,Gary Carver,IND
208,Carl Lewis,CHI
209,Darrell Space,CLE
210,Robert Turner,HOU
211,Dick Mumma,LAC
212,Glynn Myrick,WSB
213,Tim Bell,GSW
214,Frank Rodriguez,SAS
215,Dexter Bailey,DEN
216,Victor Coleman,KCK
217,Doug Mills,ATL
218,Ezra Hill,PHO
219,Greg Brandon,SEA
220,Napoleon Johnson,DAL
221,Phil Jamison,NJN
222,Mike Curran,UTA
223,Mike Henderson,NYK
224,Randy Dunn,POR
225,Dan Pelekoudas,DET
226,Mike Toomer,MIL
227,Martin Clark,PHI
228,Dan Trant,BOS
